Hour,RegionA,RegionB,RegionC,RegionD,RegionE,RegionF
0,19.383333333333333,95.83333333333334,16.133333333333333,312.0,84.0,116.0
1,38.0,65.43333333333334,203.13333333333333,375.9,106.01666666666667,310.0
2,80.95,224.96666666666667,211.0,661.2833333333333,133.0,504.0
3,118.75,221.81666666666666,211.0,642.1666666666667,298.0,622.0
4,138.16666666666666,215.03333333333333,228.0,651.2333333333332,438.66666666666674,632.0
5,143.1,143.41666666666669,198.0166666666667,642.2666666666667,345.95,578.6666666666667
6,118.71666666666667,145.83333333333334,236.85000000000002,525.75,229.33333333333337,472.7833333333334
7,116.36666666666667,152.65,249.36666666666667,682.0666666666666,263.4833333333333,503.9
8,180.75,155.73333333333335,260.5333333333333,564.5166666666667,294.63333333333344,599.0000000000002
9,157.98333333333335,167.55,215.63333333333333,528.6166666666666,268.4999999999999,234.01666666666677
10,138.66666666666669,148.79999999999998,177.7833333333333,478.5666666666666,567.3666666666667,343.91666666666663
11,147.2,138.48333333333332,175.86666666666662,510.75000000000006,444.0000000000002,323.26666666666665
12,116.99999999999997,197.86666666666667,98.83333333333333,545.0,477.56666666666666,261.8333333333333
13,115.29999999999998,181.58333333333334,147.06666666666663,437.55000000000007,696.9166666666667,448.0
14,76.88333333333335,186.38333333333333,134.0,625.7666666666668,695.5166666666667,448.05000000000007
15,71.85,313.78333333333336,131.18333333333334,634.2166666666667,500.1166666666665,656.2
16,157.38333333333333,392.6666666666666,104.66666666666669,482.99999999999994,291.3666666666665,516.8999999999999
17,153.3666666666666,325.1833333333333,116.16666666666666,473.0166666666667,365.3,641.1333333333334
18,158.31666666666666,411.75,168.26666666666665,491.1000000000001,206.21666666666655,544.7499999999998
19,417.5,484.4833333333334,156.86666666666665,550.6833333333334,101.26666666666668,496.04999999999995
20,407.1166666666667,408.85,130.88333333333335,550.2333333333333,206.0,554.3000000000001
21,453.8833333333333,401.64999999999986,95.91666666666674,572.1,471.6999999999999,755.5166666666669
22,459.78333333333336,268.29999999999995,57.40000000000002,606.8000000000001,358.29999999999995,503.3166666666667
23,555.6333333333333,255.71666666666678,45.56666666666666,490.083333333333,249.9333333333332,446.2499999999999
24,399.36666666666656,107.33333333333331,41.0,535.1000000000001,324.2,577.0833333333333
25,163.35000000000002,207.18333333333328,42.20000000000001,399.9999999999999,438.40000000000003,390.7
26,95.96666666666664,86.01666666666647,128.8,340.4666666666666,309.25000000000017,596.4333333333334
27,62.100000000000016,66.2,176.89999999999992,499.18333333333334,382.0,817.0
28,77.25,81.0,152.93333333333328,898.05,385.43333333333345,960.0833333333335
29,185.1,76.43333333333334,165.68333333333334,765.9166666666665,609.6833333333334,864.9666666666673
30,324.21666666666664,160.63333333333327,162.6833333333334,588.1999999999999,607.3166666666667,558.5500000000002
31,389.65,164.03333333333336,80.6166666666667,523.9333333333336,544.4666666666666,315.0500000000002
32,270.23333333333323,200.4666666666667,313.6,478.6000000000001,546.4666666666665,528.4833333333331
33,232.78333333333316,170.26666666666665,376.0999999999999,411.8666666666668,471.93333333333334,599.1666666666669
34,264.1166666666664,182.54999999999998,324.7666666666669,579.0166666666662,590.6666666666669,733.3833333333337
35,155.18333333333337,131.95000000000016,280.0666666666666,586.5499999999995,638.4833333333333,591.3333333333335
36,222.95,145.0,191.06666666666663,811.9166666666667,485.5666666666667,630.7000000000003
37,280.83333333333337,164.11666666666667,202.21666666666698,809.5333333333333,585.0,513.6666666666662
38,249.36666666666676,186.7,210.43333333333345,796.1333333333334,594.116666666666,152.64999999999955
39,223.41666666666652,191.93333333333328,198.56666666666658,679.0333333333333,397.1333333333334,177.13333333333355
40,150.03333333333322,174.54999999999995,187.2,612.4666666666669,207.93333333333334,563.3500000000001
41,124.08333333333329,181.2333333333333,370.69999999999993,592.3500000000001,220.81666666666672,577.3166666666666
42,156.11666666666667,126.7666666666668,254.49999999999994,433.13333333333327,303.70000000000005,681.3833333333334
43,193.5166666666667,136.06666666666672,311.15,477.63333333333355,352.16666666666663,714.3833333333332
44,245.40000000000006,178.9166666666666,351.33333333333337,509.7666666666668,413.19999999999976,732.2333333333333
45,222.78333333333336,174.36666666666667,373.46666666666664,527.3833333333333,541.5999999999999,670.0166666666665
46,278.35,182.0,389.266666666667,453.6833333333332,583.5666666666666,541.733333333333
47,311.3,206.43333333333334,250.61666666666667,374.09999999999985,574.2833333333328,456.5500000000003
48,346.4333333333334,232.66666666666674,327.9833333333333,403.6666666666668,574.8500000000001,435.83333333333326
49,273.4999999999999,185.30000000000007,326.08333333333326,472.83333333333337,429.2666666666662,464.4166666666669
50,252.9000000000002,175.15000000000003,193.8833333333331,363.70000000000005,478.1333333333335,379.29999999999995
51,243.0666666666666,182.11666666666673,265.9,263.5833333333335,201.3999999999998,504.06666666666655
52,264.01666666666665,178.61666666666667,233.23333333333335,250.6500000000002,279.0,360.09999999999974
53,278.75,172.33333333333323,253.60000000000002,486.20000000000005,583.0,309.1833333333332
54,300.6333333333333,160.56666666666675,251.5333333333333,548.0666666666664,574.0,505.88333333333344
55,159.20000000000002,233.3333333333334,176.41666666666703,590.9666666666667,702.4500000000005,439.91666666666663
56,81.4,226.06666666666663,161.58333333333317,708.7666666666667,755.3666666666669,395.94999999999993
57,89.70000000000007,304.4833333333334,88.39999999999992,862.5666666666665,622.5666666666668,412.2500000000004
58,98.60000000000002,300.1666666666667,113.11666666666645,925.65,517.85,266.2833333333333
59,56.13333333333328,320.8333333333333,82.5,803.9333333333334,409.41666666666697,210.66666666666666
60,54.13333333333334,166.0833333333331,163.11666666666662,927.9000000000001,273.33333333333394,102.40000000000016
61,58.783333333333324,83.84999999999994,163.0,971.5999999999999,282.0,206.29999999999976
62,152.58333333333326,115.43333333333334,134.04999999999998,824.8666666666669,268.4166666666665,176.00000000000017
