Region,Hour,Load_MW,RenewableDirect_MW,RenewableCharge_MW,RenewableSell_MW,Curtailment_MW,GridToLoad_MW,GridCharge_MW,GridPurchase_MW,GridSell_MW,Charge_MW,Discharge_MW,SOC_MWh
RegionA,0,499.14900045,499.14900045,0.0,0.0,41.04099955000004,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,1,535.4235,535.4235,0.0,0.0,52.446500000000015,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,2,544.32,544.32,0.0,0.0,105.67999999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,3,544.32,544.32,0.0,0.0,178.02999999999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,4,544.31999955,544.31999955,0.0,0.0,255.68000044999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,5,544.32,544.32,0.0,0.0,333.3299999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,6,544.3200004500001,544.3200004500001,0.0,0.0,405.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,7,544.3200004500001,544.3200004500001,0.0,0.0,467.80999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,8,544.32,544.32,0.0,0.0,515.4899999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,9,544.31999955,544.31999955,0.0,0.0,545.4600004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,10,531.71100045,531.71100045,0.0,0.0,568.28899955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,11,506.1015,506.1015,0.0,0.0,583.6785,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,12,466.47899954999997,466.47899954999997,0.0,0.0,593.3310004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,13,443.66670000000005,443.66670000000005,0.0,0.0,568.4632999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,14,423.08729955,423.08729955,0.0,0.0,526.91270045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,15,379.06649999999996,379.06649999999996,0.0,0.0,498.5835,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,16,334.04399955,334.04399955,0.0,0.0,465.95600045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,17,316.91249955,316.91249955,0.0,0.0,405.43750045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,18,299.44349955,299.44349955,0.0,0.0,350.55650045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,19,386.49149954999996,386.49149954999996,0.0,0.0,201.37850045000005,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,20,330.88499955,330.88499955,0.0,0.0,209.30500045000008,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,21,376.12350000000004,376.12350000000004,0.0,0.0,134.0965,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,22,388.00349954999996,388.00349954999996,0.0,0.0,111.99650045000004,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,23,408.92849954999997,408.92849954999997,0.0,0.0,101.29150045000006,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,24,478.15650045,478.15650045,0.0,0.0,62.033499550000045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,25,495.67949955000006,495.67949955000006,0.0,0.0,92.19050044999994,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,26,544.3200004500001,544.3200004500001,0.0,0.0,105.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,27,544.32,544.32,0.0,0.0,178.02999999999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,28,544.32,544.32,0.0,0.0,255.67999999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,29,544.3199995500001,544.3199995500001,0.0,0.0,333.33000044999983,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,30,544.3200004500001,544.3200004500001,0.0,0.0,405.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,31,544.31999955,544.31999955,0.0,0.0,467.81000044999996,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,32,544.3200004500001,544.3200004500001,0.0,0.0,515.4899995499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,33,544.3199999999999,544.3199999999999,0.0,0.0,545.46,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,34,535.6124995499999,535.6124995499999,0.0,0.0,564.3875004500001,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,35,516.4290004500001,516.4290004500001,0.0,0.0,573.3509995499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,36,464.1975,464.1975,0.0,0.0,595.6125,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,37,439.10100045,439.10100045,0.0,0.0,573.02899955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,38,422.42040000000003,422.42040000000003,0.0,0.0,527.5796,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,39,401.13090045000007,401.13090045000007,0.0,0.0,476.5190995499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,40,375.20549955,375.20549955,0.0,0.0,424.79450045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,41,328.90050045000004,328.90050045000004,0.0,0.0,393.44949955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,42,289.99350045,289.99350045,0.0,0.0,360.00649955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,43,297.324,297.324,0.0,0.0,290.546,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,44,346.34250000000003,346.34250000000003,0.0,0.0,193.84750000000003,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,45,327.84750045000004,327.84750045000004,0.0,0.0,182.37249955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,46,416.9204995500001,416.9204995500001,0.0,0.0,83.0795004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,47,442.7460000000001,442.7460000000001,0.0,0.0,67.47399999999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,48,472.04100045,472.04100045,0.0,0.0,68.14899955000004,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,49,530.4015004500001,530.4015004500001,0.0,0.0,57.46849954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,50,544.32,544.32,0.0,0.0,105.67999999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,51,544.32,544.32,0.0,0.0,178.02999999999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,52,544.3200004500001,544.3200004500001,0.0,0.0,255.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,53,544.32,544.32,0.0,0.0,333.3299999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,54,544.31999955,544.31999955,0.0,0.0,405.68000044999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,55,544.3200004500001,544.3200004500001,0.0,0.0,467.80999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,56,544.32,544.32,0.0,0.0,515.4899999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,57,544.32,544.32,0.0,0.0,545.4599999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,58,544.32,544.32,0.0,0.0,555.68,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,59,487.75500045000007,487.75500045000007,0.0,0.0,602.0249995499998,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,60,469.25999955,469.25999955,0.0,0.0,590.55000045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,61,465.23700045000004,465.23700045000004,0.0,0.0,546.89299955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,62,444.09734999999995,444.09734999999995,0.0,0.0,505.90265000000005,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,63,414.7159504500001,414.7159504500001,0.0,0.0,462.9340495499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,64,328.71420000000006,328.71420000000006,0.0,0.0,471.28579999999994,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,65,330.75000045,330.75000045,0.0,0.0,391.59999955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,66,307.13849955000006,307.13849955000006,0.0,0.0,342.86150044999994,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,67,262.83150000000006,262.83150000000006,0.0,0.0,325.03849999999994,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,68,341.46900045,341.46900045,0.0,0.0,198.72099955000004,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,69,339.3225,339.3225,0.0,0.0,170.89750000000004,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,70,359.9504995500001,359.9504995500001,0.0,0.0,140.04950044999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,71,470.0835004500001,470.0835004500001,0.0,0.0,40.13649954999994,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,72,459.0000004500002,459.0000004500002,0.0,0.0,81.18999954999987,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,73,531.495,531.495,0.0,0.0,56.375,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,74,544.3200004500001,544.3200004500001,0.0,0.0,105.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,75,544.32,544.32,0.0,0.0,178.02999999999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,76,544.32,544.32,0.0,0.0,255.67999999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,77,544.32,544.32,0.0,0.0,333.3299999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,78,544.3200004500001,544.3200004500001,0.0,0.0,405.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,79,544.31999955,544.31999955,0.0,0.0,467.81000044999996,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,80,544.3200004500001,544.3200004500001,0.0,0.0,515.4899995499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,81,544.31999955,544.31999955,0.0,0.0,545.4600004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,82,544.32,544.32,0.0,0.0,555.68,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,83,527.364,527.364,0.0,0.0,562.4159999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,84,499.25699955000005,499.25699955000005,0.0,0.0,560.5530004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,85,459.8100004500001,459.8100004500001,0.0,0.0,552.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,86,410.23799999999994,410.23799999999994,0.0,0.0,539.7620000000001,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,87,377.838,377.838,0.0,0.0,499.81199999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,88,333.35549954999993,333.35549954999993,0.0,0.0,466.64450045000007,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,89,303.35850045,303.35850045,0.0,0.0,418.99149955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,90,307.62449955000005,307.62449955000005,0.0,0.0,342.37550044999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,91,301.88700045,301.88700045,0.0,0.0,285.98299955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,92,339.2955,339.2955,0.0,0.0,200.89450000000005,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,93,368.469,368.469,0.0,0.0,141.75100000000003,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,94,392.7825,392.7825,0.0,0.0,107.21749999999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,95,452.76300044999994,452.76300044999994,0.0,0.0,57.45699955000009,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,96,465.62850045000005,465.62850045000005,0.0,0.0,74.56149955000001,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,97,543.72599955,543.72599955,0.0,0.0,44.14400045000002,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,98,515.60549955,515.60549955,0.0,0.0,134.39450045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,99,544.32,544.32,0.0,0.0,178.02999999999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,100,544.3199995500001,544.3199995500001,0.0,0.0,255.68000044999985,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,101,544.3199995499999,544.3199995499999,0.0,0.0,333.33000045000006,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,102,544.3200004500001,544.3200004500001,0.0,0.0,405.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,103,544.31999955,544.31999955,0.0,0.0,467.81000044999996,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,104,544.32,544.32,0.0,0.0,515.4899999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,105,544.3199995500001,544.3199995500001,0.0,0.0,545.4600004499998,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,106,544.31999955,544.31999955,0.0,0.0,555.68000045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,107,530.6175004500001,530.6175004500001,0.0,0.0,559.1624995499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,108,472.87800000000004,472.87800000000004,0.0,0.0,586.9319999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,109,454.20750045,454.20750045,0.0,0.0,557.92249955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,110,396.2655000000001,396.2655000000001,0.0,0.0,553.7344999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,111,378.32669955000006,378.32669955000006,0.0,0.0,499.3233004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,112,318.99150045,318.99150045,0.0,0.0,481.00849955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,113,309.97349955,309.97349955,0.0,0.0,412.37650045000004,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,114,316.64249955,316.64249955,0.0,0.0,333.35750045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,115,343.08900000000006,343.08900000000006,0.0,0.0,244.78099999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,116,293.08500045000005,293.08500045000005,0.0,0.0,247.10499955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,117,334.395,334.395,0.0,0.0,175.82500000000005,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,118,417.582,417.582,0.0,0.0,82.418,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,119,469.86749955000005,469.86749955000005,0.0,0.0,40.35250044999998,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,120,465.7635,465.7635,0.0,0.0,74.42650000000003,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,121,533.7360004500001,533.7360004500001,0.0,0.0,54.133999549999885,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,122,544.3199995499999,544.3199995499999,0.0,0.0,105.68000045000008,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,123,544.3199995500001,544.3199995500001,0.0,0.0,178.03000044999987,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,124,544.3200004500001,544.3200004500001,0.0,0.0,255.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,125,544.32,544.32,0.0,0.0,333.3299999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,126,544.3200004500001,544.3200004500001,0.0,0.0,405.67999954999993,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,127,544.3199995500001,544.3199995500001,0.0,0.0,467.81000044999985,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,128,544.32,544.32,0.0,0.0,515.4899999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,129,544.32,544.32,0.0,0.0,545.4599999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,130,542.538,542.538,0.0,0.0,557.462,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,131,541.5795004500001,541.5795004500001,0.0,0.0,548.2004995499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,132,488.7269995500001,488.7269995500001,0.0,0.0,571.0830004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,133,469.11285045,469.11285045,0.0,0.0,543.01714955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,134,419.8607995500001,419.8607995500001,0.0,0.0,530.1392004499999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,135,383.76450000000006,383.76450000000006,0.0,0.0,493.8854999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,136,306.03149955000004,306.03149955000004,0.0,0.0,493.96850044999996,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,137,307.40850045,307.40850045,0.0,0.0,414.94149955,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,138,308.33999955,308.33999955,0.0,0.0,341.66000045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,139,305.03249955,305.03249955,0.0,0.0,282.83750045,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,140,307.34099955,307.34099955,0.0,0.0,232.84900045000006,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,141,368.5500004500001,368.5500004500001,0.0,0.0,141.66999954999994,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,142,406.08000045000006,406.08000045000006,0.0,0.0,93.91999954999994,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,143,442.66499955000006,442.66499955000006,0.0,0.0,67.55500044999997,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,144,469.78650000000005,469.78650000000005,0.0,0.0,70.40350000000001,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,145,486.97200045000005,486.97200045000005,0.0,0.0,100.89799954999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,146,544.32,544.32,0.0,0.0,105.67999999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,147,544.3200004500001,544.3200004500001,0.0,0.0,178.02999954999996,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,148,544.32,544.32,0.0,0.0,255.67999999999995,0.0,0.0,0.0,0.0,0.0,0.0,157.5
RegionA,149,544.32,544.32,0.0,0.0,333.3299999999999,0.0,0.0,0.0,0.0,0.0,0.0,157.5
